,Seed,Errors
1247,1811,"compilation error in functions f0 and f0 at position line 8: assembler error Invalid pexpr for word
PLEASE REPORT
"
1248,1812,"Register allocation at line line 12 from line 41: variable v1.177 must be allocated to conflicting register ZF.78
"
1249,1813,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 18 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1250,1814,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-1): parse error
"
1251,1815,"Register allocation: no register bank for type int
"
1252,1816,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U8 into U64
"
1253,1817,"Register allocation: no register bank for type bool
"
1254,1820,"at line line 4: can not allocate v0.96 into RAX.41, the variable is already allocated in RDI.48
"
1255,1822,"Register allocation: no register bank for type int
"
1256,1823,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
1257,1824,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
1258,1825,"at line line 4: can not allocate v0.94 into RAX.41, the variable is already allocated in RDI.48
"
1259,1827,"Register allocation: no register bank for type bool
"
1260,1828,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 19 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1261,1829,"compilation error in functions f0 and f0 at position line 6: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
1262,1834,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
1263,1835,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
1264,1836,"Register allocation: no register bank for type bool
"
1265,1837,"Register allocation: no register bank for type bool
"
1266,1838,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 10 (23-25): typing error: can not implicitly cast U16 into U64
"
1267,1840,"Register allocation: no register bank for type int
"
1268,1841,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (23-25): typing error: can not implicitly cast U16[5] into U64
"
1269,1843,"WARNING: CAN NOT FIND IINFO 1
compilation error in functions f0 and f0 at position line -1: assembler error Invalid pexpr for word
PLEASE REPORT
"
1270,1845,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 10 (23-25): typing error: can not implicitly cast U64[5] into U64
"
1271,1846,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): typing error: the expression has type U64 instead of U64[5]
"
1272,1847,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-5): parse error
"
1273,1848,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 28 (13-18): typing error: can not implicitly cast U64 into U64[5]
"
1274,1849,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 30 (1-7): typing error: the expression has type U16[5] instead of U16
"
1275,1850,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
1276,1851,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1277,1855,"Register allocation: no register bank for type int
"
1278,1856,": line -1 (-1): variable v0.92 is an array (function argument)
"
1279,1860,"at line line 4: can not allocate v0.94 into RAX.41, the variable is already allocated in RDI.48
"
1280,1861,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
1281,1867,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1282,1868,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1283,1873,"at line line 4: can not allocate v0.96 into RAX.41, the variable is already allocated in RDI.48
"
1284,1874,"Register allocation: no register bank for type int
"
1285,1875,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
1286,1876,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1287,1879,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
1288,1880,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1289,1881,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1290,1882,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1291,1883,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1292,1884,"Register allocation: no register bank for type int
"
1293,1885,"compilation error in functions f0 and f0 at position line 8: assembler error assemble_x86_opn : invalid instruction (check) CMP_64
PLEASE REPORT
"
1294,1886,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 8 (23-25): typing error: can not implicitly cast U64[5] into U64
"
1295,1887,"at line line 4: can not allocate v0.96 into RAX.41, the variable is already allocated in RDI.48
"
1296,1888,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1297,1889,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1298,1890,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 21 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1299,1891,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v3.92 is an array (function return)
"
1300,1892,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-1): parse error
"
1301,1893,"Register allocation: no register bank for type bool
"
1302,1894,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (36-37): parse error
"
1303,1895,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
1304,1896,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (13-18): typing error: can not implicitly cast U64 into U64[5]
"
1305,1898,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Register allocation: no register bank for type bool
"
1306,1899,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 31 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1307,1900,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 24 (8-10): variable v1.94 is an array (function return)
"
1308,1903,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
1309,1904,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1310,1905,"Register allocation: no register bank for type int
"
1311,1906,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1312,1907,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1313,1908,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U16 into U64
"
1314,1909,"Register allocation: no register bank for type bool
"
1315,1911,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
1316,1916,"Register allocation: no register bank for type bool
"
1317,1918,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
1318,1919,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1319,1920,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1320,1921,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
1321,1922,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1322,1923,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1323,1926,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 71 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1324,1929,"WARNING: CAN NOT FIND IINFO 1
Register allocation at line line 14: variable v8.152 must be allocated to conflicting register ZF.78
"
1325,1930,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 61 (8-10): variable v4.108 is an array (function return)
"
1326,1933,"Register allocation: no register bank for type int
"
1327,1934,"Register allocation at line line 16 from line 59: variable result.168 must be allocated to conflicting register ZF.78
"
1328,1935,"WARNING: CAN NOT FIND IINFO 1
Register allocation at line line 13 from line 58: variable v6.168 must be allocated to conflicting register ZF.78
"
1329,1936,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 41 (8-10): typing error: the expression has type U64 instead of U64[5]
"
1330,1938,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 9 (23-25): typing error: can not implicitly cast U64[5] into U64
"
1331,1939,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 54 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1332,1940,"Register allocation: no register bank for type int
"
1333,1941,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v7.92 is an array (function return)
"
1334,1942,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v7.92 is an array (function return)
"
1335,1943,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v6.92 is an array (function return)
"
1336,1945,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1337,1946,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (25-26): parse error
"
1338,1947,"Register allocation: no register bank for type int
"
1339,1948,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 10 (23-25): typing error: can not implicitly cast U32[5] into U64
"
1340,1949,"Register allocation: no register bank for type bool
"
1341,1950,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1342,1951,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
1343,1953,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 8 (23-25): typing error: can not implicitly cast U128[5] into U64
"
1344,1955,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Register allocation: no register bank for type bool
"
1345,1957,"Register allocation at line line 10 from line 29: variable result.156 must be allocated to conflicting register ZF.78
"
1346,1958,"Register allocation at line line 10 from line 31: variable v1.161 must be allocated to conflicting register ZF.78
"
1347,1959,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 31 (1-7): typing error: the expression has type U128[5] instead of U128
"
1348,1960,"Register allocation: no register bank for type bool
"
1349,1961,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
1350,1964,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U64[5] into U64
"
1351,1965,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
1352,1969,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
1353,1970,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
1354,1971,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
1355,1976,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (28-29): parse error
"
1356,1978,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 10 (23-25): typing error: can not implicitly cast U16[5] into U64
"
1357,1980,"compilation error in functions f0 and f0 at position line 6: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
1358,1981,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (23-25): typing error: can not implicitly cast U32 into U64
"
